MAL_ID,Name,Average Rating,Genres,English name,Japanese name,Type,Episodes,Premiered,Studios,Members,Favorites
34547,Shoukoku no Altair,7.55,"Military, Adventure, Historical, Drama, Fantasy, Shounen",Altair:A Record of Battles,将国のアルタイル,TV,24,Summer 2017,MAPPA,58212,288
34548,Cheer Danshi!! Specials,6.03,"Sports, School",Unknown,チア男子!!,Special,2,Unknown,Unknown,2267,2
34549,Ryuu no Haisha,7.42,"Adventure, Fantasy",Unknown,龍の歯医者,Special,2,Unknown,Khara,34818,81
34550,Warau Salesman New,6.27,"Comedy, Drama, Seinen",The Laughing Salesman,笑ゥせぇるすまんNEW,TV,12,Spring 2017,Shin-Ei Animation,15617,13
34552,Dream Festival! R,6.92,Music,Unknown,ドリフェス！R,ONA,12,Unknown,Bandai Namco Pictures,4074,18
34561,Re:Creators,7.57,"Action, Sci-Fi, Fantasy, Mecha",Re:CREATORS,Re:CREATORS 〈レクリエイターズ〉,TV,22,Spring 2017,TROYCA,365335,2830
34565,Jikan no Shihaisha,6.33,"Supernatural, Shounen",Chronos Ruler,時間の支配者,TV,13,Summer 2017,Project No.9,59426,82
34566,Boruto: Naruto Next Generations,5.81,"Action, Adventure, Super Power, Martial Arts, Shounen",Boruto:Naruto Next Generations,BORUTO -NARUTO NEXT GENERATIONS-,TV,Unknown,Spring 2017,Studio Pierrot,529732,5248
34572,Black Clover,7.38,"Action, Comedy, Magic, Fantasy, Shounen",Black Clover,ブラッククローバー,TV,170,Fall 2017,Studio Pierrot,860404,19941
34577,Nanatsu no Taizai: Imashime no Fukkatsu,7.84,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",The Seven Deadly Sins:Revival of the Commandments,七つの大罪 戒めの復活,TV,24,Winter 2018,A-1 Pictures,757404,6591
34580,Nana Maru San Batsu,6.7,"Game, School, Seinen",Fastest Finger First,ナナマル サンバツ,TV,12,Summer 2017,TMS Entertainment,63869,81
34589,"Onihei: Sono Otoko, Heizou Hasegawa",6.29,"Historical, Seinen",Unknown,"鬼平~その男, 長谷川平蔵~",OVA,1,Unknown,Studio M2,2658,2
34591,Natsume Yuujinchou Roku,8.65,"Slice of Life, Demons, Supernatural, Drama, Shoujo",Natsume's Book of Friends Season 6,夏目友人帳 陸,TV,11,Spring 2017,Shuka,134852,930
34592,Fushigi Naido,Unknown,"Historical, Kids, Fantasy",Unknown,ふしぎないど,Movie,1,Unknown,Unknown,141,0
34595,"""Parade"" de Satie",5.44,"Music, Dementia","""Parade"" de Satie",サティの「パラード」,Movie,1,Unknown,"Yamamura Animation, Inc.",685,0
34599,Made in Abyss,8.74,"Sci-Fi, Adventure, Mystery, Drama, Fantasy",Made in Abyss,メイドインアビス,TV,13,Summer 2017,Kinema Citrus,862410,30354
34600,Nagoya Tetsudou Special Movie,Unknown,Slice of Life,Unknown,名古屋鉄道スペシャルムービー,ONA,1,Unknown,Unknown,215,1
34601,Kubbe Gachapin Mukku,Unknown,Fantasy,Kubbe Gachapin Mukku,KUBBE GACHAPIN MUKKU,ONA,1,Unknown,Unknown,201,0
34602,Guomin Laogong Dai Huijia,6.1,"Drama, Romance, School",Unknown,国民老公带回家,ONA,12,Unknown,B.CMAY PICTURES,15372,125
34604,UQ Holder!: Mahou Sensei Negima! 2 (OVA),7.21,"Action, Sci-Fi, Magic, Fantasy, Shounen",Unknown,UQ HOLDER! ~魔法先生ネギま! 2~ (2017),OVA,3,Unknown,J.C.Staff,18484,25
34607,Lostorage Conflated WIXOSS,7.1,"Game, Psychological",Unknown,Lostorage conflated WIXOSS,TV,12,Spring 2018,J.C.Staff,25416,75
34611,Answer (2016),7.31,"Music, Drama, Seinen",Unknown,アンサー,Music,1,Unknown,Shaft,6329,13
34612,Saiki Kusuo no Ψ-nan 2,8.48,"Slice of Life, Comedy, Supernatural, School, Shounen",The Disastrous Life of Saiki K. 2,斉木楠雄のΨ難 2,TV,24,Winter 2018,"J.C.Staff, Egg Firm",349764,3022
34613,Garo: Honoo no Kokuin - Yurugaro,5.53,"Comedy, Fantasy, Parody",Unknown,牙狼〈GARO〉-炎の刻印- ゆるがろ,Special,23,Unknown,DLE,1537,0
34614,Teekyuu 8 Specials,6.05,"Comedy, Sports, Shounen",Unknown,てーきゅう　8期,Special,2,Unknown,Millepensee,2310,0
34615,Usakame Special,5.54,"Comedy, Sports, Shounen",Unknown,うさかめ,Special,1,Unknown,Millepensee,1881,0
34618,Blend S,7.36,"Slice of Life, Comedy",BLEND-S,ブレンド・S,TV,12,Fall 2017,A-1 Pictures,453108,2568
34620,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,6.58,"Sci-Fi, Drama",YU-NO:A girl who chants love at the bound of this world.,この世の果てで恋を唄う少女YU-NO,TV,26,Spring 2019,feel.,100399,320
34622,Giant Robo,5.88,"Action, Mecha",Unknown,ジャイアントロボ,Special,1,Unknown,Unknown,708,1
34623,Bakuon!! no Kobeya,6.13,"Comedy, Seinen, Slice of Life",Unknown,ばくおん!!の小部屋,Special,4,Unknown,TMS Entertainment,2545,1
34625,Master of Torque: Epilogue,5.56,Cars,Master of Torque:Epilogue,「マスターオブトルク」エピローグ,ONA,1,Unknown,Unknown,373,0
34626,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,8.07,"Magic, Adventure, Fantasy, Comedy, Supernatural",KonoSuba:God's Blessing on This Wonderful World! 2:God's blessing on this wonderful Art!,この素晴らしい世界に祝福を！2 この素晴らしい芸術に祝福を！,OVA,1,Unknown,Studio Deen,239082,638
34628,Taka no Tsume x Hello Kitty ga Masaka no Collab!,Unknown,Comedy,Unknown,鷹の爪×HELLO KITTYがまさかのコラボ！,ONA,1,Unknown,DLE,195,0
34629,MiniGARO,Unknown,Comedy,Unknown,miniGARO,ONA,2,Unknown,Unknown,184,0
34630,MiniGARO Manner Movie,Unknown,Comedy,Unknown,miniGAROマナームービー,Movie,2,Unknown,Unknown,178,0
34631,Aitata Bocchi,5.68,"Dementia, Drama","Ouch, Chou Chou",あいたたぼっち,Special,1,Unknown,Unknown,325,0
34632,Such a Good Place to Die,5.71,Dementia,Such a Good Place to Die,such a good place to die,Movie,1,Unknown,Unknown,369,0
34633,Origami of Landscape,5.34,Dementia,Unknown,Origami of landscape,ONA,1,Unknown,Unknown,267,0
34634,Sakana no Iu Koto wo Kiku,5.52,"Dementia, Drama",Do as the Fish Tells You,魚のいうことを聞く,Movie,1,Unknown,Unknown,304,0
34636,Ballroom e Youkoso,8.21,"Comedy, Drama, Romance, School, Shounen, Sports",Welcome to the Ballroom,ボールルームへようこそ,TV,24,Summer 2017,Production I.G,218597,2500
34638,Jitaku Keibiin,6.69,Hentai,Unknown,自宅警備員,OVA,4,Unknown,Suzuki Mirano,8693,30
34639,Ero Semi: Ecchi ni Yaruki ni ABC - The Animation,6.63,Hentai,Unknown,えろゼミ ～エッチにヤルきにABC～ THE ANIMATION,OVA,1,Unknown,Seven,5228,14
34642,Shingeki no Bahamut: Genesis - Short Story,7.13,"Action, Adventure, Demons, Supernatural, Magic, Fantasy",Unknown,【神撃のバハムート GENESIS】 Short story,ONA,2,Unknown,MAPPA,21056,6
34643,Kokekkou-san,Unknown,Kids,Kokomom,コケッコーさん,TV,26,Fall 2009,Unknown,136,0
34644,Brave Witches: Petersburg Daisenryaku,7.02,"Action, Ecchi, Magic, Military, Sci-Fi",Brave Witches:Petersburg Grand Strategy,第501統合戦闘航空団 ブレイブウィッチーズ ペテルブルグ大戦略,Special,1,Unknown,SILVER LINK.,8247,16
34647,3-gatsu no Lion Recap,6.71,Drama,Marches Comes in Like a Lion:Special Omnibus Episode,3月のライオン総集編,Special,1,Unknown,Shaft,12720,13
34649,Soukyuu no Fafner: Dead Aggressor - The Beyond,7.14,"Action, Military, Sci-Fi, Drama, Mecha",Unknown,蒼穹のファフナー Dead Aggressor THE BEYOND,Movie,3,Unknown,"Production I.G, Xebec, I.Gzwei",5545,12
34651,Zenmaiji-kake no Truffe,Unknown,Fantasy,A Clockwork Truffe,ぜんまいじかけのトリュフ,ONA,2,Unknown,Unknown,168,0
34652,Mochi Mochi Panda,Unknown,Kids,Mochi Mochi Panda,もちもちぱんだ,ONA,4,Unknown,Unknown,242,0
34655,I Was King,6.28,"Fantasy, Music",Unknown,I was King,Music,1,Unknown,Unknown,756,1
34656,Ai Uta: Since 2007,5.34,Music,Unknown,愛唄～since2007～,Music,1,Unknown,Unknown,437,0
34657,Kawazuno Mekaridoki,5.92,Music,Unknown,かわずの目借り時,Music,1,Unknown,Unknown,258,0
34658,Nekopara OVA,6.98,"Comedy, Romance",Unknown,ネコぱらOVA,OVA,1,Unknown,Felix Film,65736,339
34659,Otokonoko ♂ Delivery,5.86,"Hentai, Yaoi",Unknown,オトコのコ♂デリバリー,OVA,1,Unknown,Studio Zealot,8520,94
34661,Monster Strike: Zoku Saishuu-banashi - Pandora no Hako,6.31,"Action, Fantasy, Game",An Encore and Continuance:Pandora's Box,モンスターストライク 続・最終話「パンドラの箱」,ONA,1,Unknown,Unknown,2505,0
34662,Fate/Apocrypha,7.16,"Action, Supernatural, Drama, Magic, Fantasy",Unknown,Fate/Apocrypha,TV,25,Summer 2017,A-1 Pictures,339526,2187
34664,Capsule Boy,Unknown,"Sci-Fi, Kids",Capsule Hero,캡슐보이,TV,26,Spring 2016,Unknown,144,0
34665,Kemy Lang Buka Chaka,Unknown,"Adventure, Kids","Kemy & Buka, Chaka",깨미랑 부카채카,TV,156,Winter 2009,Unknown,127,0
34666,Kemy,Unknown,Kids,Kemy,깨미,TV,52,Winter 2011,Unknown,125,0
34667,Kemy Tamheomdae,Unknown,"Adventure, Kids",Kemy Expedition,깨미탐험대,TV,26,Summer 2016,Unknown,120,0
34669,Ba La La Xiao Mo Xian Zhi: Feiyue Cai Ling Bao 2nd Season,Unknown,"Comedy, Magic, Shoujo",Balala the Faries:Over the Rainbow,巴啦啦小魔仙之飞越彩灵堡 第2季,TV,26,Spring 2017,Qianqi Animation,540,1
34670,Monster Strike Anime,6.34,"Action, Game, Fantasy",Monster Strike the Anime 2nd Season,モンストアニメ,ONA,23,Unknown,Unknown,5549,5
34673,Shin Skyers 5 EX,Unknown,"Action, Sci-Fi",Unknown,新スカイヤーズ5 EX,Special,12,Unknown,Unknown,88,0
34674,Hwasan Golae,Unknown,"Horror, Thriller",The Crimson Whale,화산고래,Movie,1,Unknown,Unknown,298,0
34675,Chou Yuu Sekai: Being the Reality,6.22,"Action, Game, Adventure, Romance, Fantasy",Unknown,超游世界 -BEING THE REALITY-,ONA,20,Unknown,"Asahi Production, Success Corp.",14194,34
34676,Xiong Chumo Zhi: Xiari Lianlian Kan,Unknown,"Comedy, Kids",Boonies Bears:Sunsational Summer,熊出没之夏日连连看,TV,52,Unknown,Unknown,147,0
34677,Xiong Chumo Zhi: Qiu Ri Tuantuanzhuan,Unknown,"Comedy, Kids",Boonie Bears:Autumn Awesomeness,熊出没之秋日团团转,TV,52,Unknown,Unknown,139,0
34678,Kingsglaive: FFXV Fan Kansha Tokubetsu Movie,5.9,Action,Unknown,KINGSGLAIVE FFXV ファン感謝特別ムービー,ONA,1,Unknown,Unknown,1562,0
34683,Hizukuri,Unknown,"Adventure, Sci-Fi",Unknown,火づくり,ONA,1,Unknown,Unknown,4298,0
34685,Kekkon Soudan Sho,Unknown,Music,Unknown,結婚相談所,Music,1,Unknown,Unknown,140,0
34688,Owara Nai Chinkonka wo Utaou,Unknown,"Supernatural, Drama",Unknown,終わらない鎮魂歌を歌おう,Special,4,Unknown,Unknown,158,0
34689,Owara Nai Chinkonka wo Utaou: Seinen no Uta,Unknown,"Supernatural, Drama",Unknown,終わらない鎮魂歌を歌おう 青年のウタ,ONA,1,Unknown,Unknown,143,0
34690,Eiyuu ni wa Narenai Bokura Dakara,Unknown,School,Unknown,英雄にはなれない僕らだから,Special,5,Unknown,Unknown,237,0
34691,Kyou mo Kyou to te Tape wa Mawaru,Unknown,Comedy,Unknown,今日も今日とてテープは回る,Special,1,Unknown,Unknown,131,0
34692,Umbrella Fighter!,Unknown,Slice of Life,Unknown,アンブレラ ファイター！,Special,4,Unknown,Unknown,139,0
34693,"Saa, Ketatamashiki Kono Hibi ni",Unknown,Slice of Life,Unknown,さぁ、けたたましき この日々に,Special,4,Unknown,Unknown,113,0
34694,Kimi to no Tadashii Yakusoku,Unknown,Sports,Unknown,キミとの正しい約束,Special,3,Unknown,Unknown,154,0
34695,Kimi to no Tadashii Yakusoku (2007),Unknown,Sports,Unknown,君との正しい約束,Special,3,Unknown,Unknown,136,0
34696,Anata no Katagoshi Chotto Ue,Unknown,"Comedy, Supernatural",Unknown,あなたの肩ごし ちょっと上,Special,3,Unknown,Unknown,139,0
34697,Shinmai,Unknown,"Slice of Life, Comedy",Unknown,新米,Special,4,Unknown,Unknown,122,0
34698,No Shiba no Shiba,Unknown,"Comedy, Supernatural, School",No Silver Bullets,のしばのしば,Special,2,Unknown,Unknown,118,0
34699,Sukui Agete Kurenai ka,Unknown,Slice of Life,Unknown,掬いあげてくれないか,ONA,1,Unknown,Unknown,186,0
34700,Bikkuriman Kids: Theme Fighter Nyander,Unknown,"Kids, Parody",Unknown,ビックリマンキッズ　テーマファイターニャンダー,ONA,4,Unknown,Unknown,146,0
34701,Girls★Battle Aloe Megumi,Unknown,"Action, Comedy, Kids",Unknown,GIRLS★BATTLE アロ恵,TV,24,Unknown,Unknown,126,0
34704,Hashi no Ue no Ookami,Unknown,Kids,Unknown,はしのうえのおおかみ,Movie,1,Unknown,Liberty Animation Studio,79,0
34705,Tejina Shi,Unknown,"Kids, Magic",Unknown,手品師,Movie,1,Unknown,Liberty Animation Studio,109,0
34706,Hitori Shika Inai Jibun,Unknown,"Historical, Kids",Unknown,一人しかいない自分,Movie,1,Unknown,Liberty Animation Studio,103,0
34707,Hoshino-kun no Ni Rui-da,Unknown,"Kids, Sports",Unknown,星野君の二るい打,Movie,1,Unknown,Liberty Animation Studio,104,0
34708,Kawaijuku Manavis CM,Unknown,Slice of Life,Unknown,河合塾マナビスCM,ONA,1,Unknown,Unknown,147,0
34710,Choco Kyouju no Oheya,4.84,Comedy,Unknown,チョコ教授のお部屋,ONA,1,Unknown,Unknown,692,0
34711,Benpiyaku Colace,Unknown,Slice of Life,Unknown,便秘薬　コーラック,ONA,7,Unknown,Unknown,112,0
34712,Kujira no Kora wa Sajou ni Utau,7.2,"Mystery, Super Power, Drama, Fantasy, Shoujo",Children of the Whales,クジラの子らは砂上に歌う,TV,12,Fall 2017,J.C.Staff,165474,736
34716,Crocotires Traction AAA,5.36,Sports,Unknown,Crocotires Traction AAA,Movie,1,Unknown,Polygon Pictures,335,0
34717,Warau Tsuki,Unknown,Kids,Laughing Moon,笑う月,Movie,1,Unknown,Unknown,92,0
34718,Sekisou-tai,Unknown,Dementia,Laminated Structure,積層体,Movie,1,Unknown,Unknown,86,0
34719,the FLY BanD!,5.14,Music,the FLY BanD!,the FLY BanD!,Special,1,Unknown,Polygon Pictures,242,1
34720,In Search of Axis,4.83,Dementia,In Search of Axis,In Search of Axis,Special,3,Unknown,Polygon Pictures,315,0
34721,Samuroid Zero,4.98,"Action, Samurai",Unknown,SAMUROID ZERO,Special,1,Unknown,Polygon Pictures,346,0
34722,Shiseido HG Super Hard,Unknown,Comedy,Unknown,資生堂 HGスーパーハード,Special,6,Unknown,Polygon Pictures,133,1
34723,Youjo Shenki Episode 0,6.05,Parody,Unknown,ようじょしぇんき,ONA,1,Unknown,Studio PuYUKAI,13159,8
34724,Junlin Chengxia,Unknown,"Comedy, Fantasy",The Man From; The Arrival of the Monarch,君临臣下,ONA,13,Unknown,Haoliners Animation League,461,4
34725,Kaito x Ansa,5.03,Game,Kaito x Ansa,カイトアンサ,TV,12,Summer 2017,Tengu Kobo,3525,4
34726,Minna no Okayama-ken,Unknown,Slice of Life,Unknown,みんなのおかやま犬,ONA,10,Unknown,Unknown,143,0
34733,One Room Special,5.41,Slice of Life,Unknown,One Room,Special,1,Unknown,Typhoon Graphics,14464,13
34734,"Minami Kamakura Koukou Joshi Jitenshabu: Kita yo, Taiwan!",6.5,"Sports, School, Shounen",kura High School Girls Cycling Club:We're In Taiwan!!,南鎌倉高校女子自転車部 特別編「来たよ、台湾!!」,Special,1,Unknown,"J.C.Staff, A.C.G.T.",3130,1
34738,Sengoku Choujuu Giga: Otsu,5.91,"Historical, Demons, Supernatural, Samurai",SENGOKUCHOJYUGIGA,戦国鳥獣戯画~乙~,TV,13,Winter 2017,ILCA,2564,0
34740,Yareruko! Densha Ecchi,6.75,Hentai,Unknown,ヤれる子!電車エッチ,ONA,2,Unknown,SELFISH,5357,41
34741,Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (TV),Unknown,"Adventure, Mecha, Police, Sci-Fi",Unknown,トミカハイパーレスキュー ドライブヘッド 機動救急警察,TV,37,Spring 2017,OLM,806,2
34742,Youjo Shenki,6.75,"Military, Comedy, Parody",Youjo Shenki,ようじょしぇんき,ONA,12,Unknown,Studio PuYUKAI,19110,51
34743,Shita-kiri Suzume (1974),Unknown,"Historical, Kids",The Sparrow with the Slit Tongue,したきりすずめ,Movie,1,Unknown,Unknown,151,0
34744,Kumo no Gakkou,Unknown,"Slice of Life, Drama",Unknown,雲の学校,Movie,1,Unknown,Unknown,140,0
34745,Mahoujin Guruguru (2017),7.86,"Adventure, Fantasy, Magic, Comedy, Shounen",Magical Circle,魔法陣グルグル,TV,24,Summer 2017,Production I.G,27728,227
34746,Fussa-shi PR Anime,Unknown,Slice of Life,Fussa City Promotion Animation,福生市PRアニメ,ONA,2,Unknown,Unknown,382,0
34747,Meikoku Gakuen: Jutai-hen,7.09,Hentai,Unknown,冥刻學園 受胎編,OVA,2,Unknown,T-Rex,7439,49
34751,Blood Lad: Kanketsu Kinen,6.53,"Music, Shounen, Vampire",Unknown,『ブラッドラッド』完結記念PV,ONA,1,Unknown,Brain's Base,16336,5
34753,ChäoS;Child Episode 0,6.27,"Sci-Fi, Mystery, Psychological, Supernatural",ChäoS;Child Episode 0,CHAOS;CHILD 第0話,Special,1,Unknown,SILVER LINK.,19586,9
34754,Rilu Rilu Fairilu: Yousei no Door,6.6,"Slice of Life, Magic, Fantasy",Unknown,リルリルフェアリル～妖精のドア～,TV,59,Winter 2016,Studio Deen,1898,11
34755,Kuma no Gakkou: Patissier Jackie to Ohisama no Sweets,Unknown,"Comedy, Kids",Unknown,映画くまのがっこう パティシエ・ジャッキーとおひさまのスイーツ,Movie,1,Unknown,Unknown,196,0
34756,Fuusen Inu Tinny: Nandaka Fushigi na - Kyouryuu no Kuni,Unknown,"Adventure, Kids",Unknown,ふうせんいぬティニー なんだかふしぎな きょうりゅうのくに,Movie,1,Unknown,Craftar Studios,173,0
34757,Town Workers,6.08,Slice of Life,TOWN WORKERS,タウンワーカーズ,ONA,3,Unknown,Rockwell Eyes,475,0
34758,Momoiro Bouenkyou Anime Edition,5.72,Hentai,Unknown,桃色望遠鏡 Anime Edition,OVA,1,Unknown,Unknown,2917,19
34759,Green Eyes: Ane Kyun! yori The Animation,6.83,Hentai,Unknown,グリーン・アイズ -姉キュン! より- THE ANIMATION,OVA,1,Unknown,Unknown,7393,34
34762,Chen-Kuro Gakuen,Unknown,"Comedy, Parody, School",Unknown,ちぇんくろ学園,Movie,3,Unknown,Unknown,697,0
34763,Kine-Pass Gekijou,Unknown,"Comedy, Parody",Unknown,キネパス劇場,Movie,3,Unknown,Unknown,520,0
34764,Kuro-Nikuru Girls,Unknown,"Comedy, Parody, School",Unknown,くろにくるがーるず,ONA,3,Unknown,Unknown,623,1
34765,Chein Kuro-Nikuru!!,5.64,"Comedy, Parody",Unknown,ちぇいん黒にくる!!,Special,12,Unknown,Unknown,780,0
34766,Elsword: Ain-ui Gieog Animation,6.12,"Action, Fantasy",Unknown,[엘소드] 아인의 기억 애니메이션,ONA,1,Unknown,DR Movie,2646,2
34771,Dynamic Chord,4.71,Music,Dynamic Chord,DYNAMIC CHORD,TV,12,Fall 2017,"Studio Pierrot, Pierrot Plus",8009,20
34776,Eureka Seven AO: One More Time - Lord Don't Slow Me Down,6.7,"Action, Sci-Fi, Adventure, Drama, Mecha",Unknown,パチスロ エウレカセブンAO Final Episode:One More Time －ロード・ドント・スロー・ミー・ダウンー,ONA,5,Unknown,Bones,6528,5
34777,"91 Days: Toki no Asase/Subete no Kinou/Ashita, Mata Ashita",6.88,"Action, Historical, Drama",91 Days:Shoal of Time/All Our Yesterdays/Tomorrow and Tomorrow,91Days Day13「時の浅瀬／すべての昨日／明日、また明日」,Special,1,Unknown,Shuka,36801,26
34779,Ar:pieL - 6-seosgae-ui Unmyeong,Unknown,"Action, Fantasy",Unknown,아르피엘 6개의 운명,ONA,11,Unknown,Unknown,908,2
34782,Tama Pawns,Unknown,"Comedy, Ecchi, Fantasy",Tama-Pawns,たまぽんず,ONA,6,Unknown,Tsukimidou,529,1
34784,Kuroko no Basket: Oshaberi Shiyou ka,7.12,"Comedy, Sports, School, Shounen",Unknown,黒子のバスケ お喋りしようか,Special,1,Unknown,Production I.G,11035,7
34785,Tamashichi!,Unknown,Slice of Life,Unknown,たましち！,ONA,1,Unknown,C2C,242,0
34787,Idol Time PriPara,7.13,"Music, School, Shoujo",Unknown,アイドルタイムプリパラ,TV,51,Spring 2017,"Tatsunoko Production, Dongwoo A&E",4449,43
34790,Shin Biofermin S,Unknown,Slice of Life,Unknown,新ビオフェルミンS,Special,1,Unknown,Unknown,136,0
34792,Yoake Tsugeru Lu no Uta,7.43,"Adventure, Music, Supernatural, Fantasy",Lu Over the Wall,夜明け告げるルーのうた,Movie,1,Unknown,Science SARU,35340,140
34794,Yukai na Animal Bus,Unknown,"Comedy, Kids",Funny Animal Bus,ゆかいなアニマルバス,TV,12,Winter 2017,TMS Entertainment,193,1
34795,Tamashii Insert,6.94,Hentai,Unknown,魂インサート,OVA,2,Unknown,Unknown,13825,126
34798,Yuru Camp△,8.27,"Slice of Life, Comedy",Laid-Back Camp,ゆるキャン△,TV,12,Winter 2018,C-Station,306650,6562
34799,PriPri Chii-chan!!,6.24,"Sci-Fi, Comedy, Shoujo",PriPri Chi-chan!!,プリプリちぃちゃん!!,TV,36,Spring 2017,OLM,2678,8
34800,Action Heroine Cheer Fruits,6.55,"Comedy, School, Slice of Life",Action Heroine Cheer Fruits,アクションヒロイン チアフルーツ,TV,12,Summer 2017,Diomedéa,11747,19
34802,Cobalt World,6.42,"Music, Slice of Life",Unknown,群青世界,Music,1,Unknown,Unknown,2397,0
34812,ViVid Strike! Specials,6.69,"Action, Drama, Magic, Martial Arts",Unknown,ViVid Strike！新作OVA,Special,3,Unknown,Seven Arcs Pictures,6739,7
34813,Susume! Godzilland,Unknown,"Comedy, Kids",Recommend! Godzilland,すすめ！ゴジランド,OVA,4,Unknown,Unknown,290,1
34815,Ningyohime,Unknown,"Kids, Fantasy",The Little Mermaid,にんぎょひめ,Movie,1,Unknown,Unknown,176,1
34817,Zo Zo Zo Zombie-kun,Unknown,"Comedy, Shounen",Unknown,ゾゾゾ ゾンビーくん,ONA,2,Unknown,Unknown,282,0
34818,Sakura Internet,5.67,Drama,Unknown,SAKURA internet,ONA,1,Unknown,White Fox,4277,3
34820,Mazinger Z Movie: Infinity,6.8,"Action, Sci-Fi, Comedy, Super Power, Mecha, Shounen",Unknown,劇場版 マジンガーZ ／INFINITY,Movie,1,Unknown,Toei Animation,6046,19
34821,"Seiso de Majime na Kanojo ga, Saikyou Yaricir ni Kanyuu Saretara...? The Animation",6.03,Hentai,Unknown,"清楚で真面目な彼女が, 最凶ヤリサーに勧誘されたら...? THE ANIMATION",OVA,1,Unknown,Unknown,3356,5
34822,Tsuki ga Kirei,8.18,"Romance, School",Tsukigakirei,月がきれい,TV,12,Spring 2017,feel.,358911,6259
34823,Souryo to Majiwaru Shikiyoku no Yoru ni...,4.62,"Drama, Ecchi, Romance",Unknown,僧侶と交わる色欲の夜に…,TV,12,Spring 2017,Seven,36082,113
34825,Keppeki Danshi! Aoyama-kun,6.99,"Comedy, Seinen, Sports",Clean Freak! Aoyama-kun,潔癖男子！青山くん,TV,12,Summer 2017,Studio Hibari,118676,258
34826,Maple Town Monogatari (Movie),Unknown,"Slice of Life, Fantasy",Unknown,メイプルタウン物語,Movie,1,Unknown,Toei Animation,233,0
34830,Dance with Devils: Fortuna,6.31,"Harem, Demons, Supernatural, Romance, Vampire, Shoujo",Unknown,Dance with Devils -Fortuna-,Movie,1,Unknown,Brain's Base,14303,56
34831,Hanitarou Desu.,Unknown,"Slice of Life, Comedy",Unknown,ハニ太郎です.,TV,70,Fall 1997,Toei Animation,153,0
34832,Macross (Shin Series),Unknown,"Action, Military, Sci-Fi, Music, Space, Romance, Mecha",Unknown,マクロス (新シリーズ),TV,Unknown,Unknown,Unknown,3456,6
34834,Hina Logi: From Luck & Logic,6.68,"Action, Comedy, Fantasy, School",Hina Logic – from Luck & Logic,ひなろじ～from Luck & Logic～,TV,12,Summer 2017,Doga Kobo,23435,67
34835,Crayon Shin-chan Gaiden: Kazokuzure Ookami,6.59,"Action, Comedy, Ecchi, Samurai, Seinen",Unknown,クレヨンしんちゃん外伝 家族連れ狼,ONA,13,Unknown,Unknown,1187,2
34836,Future Card Buddyfight Battsu,6.33,Game,Future Card Buddyfight X,フューチャーカード バディファイトX,TV,52,Spring 2017,"Xebec, OLM",2645,7
34839,Sanrio Danshi,6.61,"Slice of Life, Drama, School",Sanrio Boys,サンリオ男子,TV,12,Winter 2018,Studio Pierrot,40336,171
34840,Kitsune Tsuki,6.16,Drama,Fox Fears,きつね憑き,Movie,1,Unknown,Unknown,426,1
34841,Haruniwa Ie no 3 Nin-me,Unknown,"Slice of Life, Comedy, Supernatural",Unknown,春庭家の3人目,TV,45,Winter 1998,Toei Animation,188,0
34843,Ponkotsu Quest x Monsterz,Unknown,"Comedy, Parody, Fantasy",Unknown,ポンコツクエスト×MONSTERZ モンスターズ特別篇,ONA,3,Unknown,Unknown,221,0
34844,Ponkotsu Quest x Gatchaman Special,Unknown,"Comedy, Parody, Fantasy",Unknown,ポンコツクエスト×ガッチャマン 特別編,ONA,1,Unknown,Unknown,374,0
34845,Ponkotsu Quest Specials,Unknown,"Comedy, Parody, Fantasy",Unknown,ポンコツクエスト 特別編,ONA,Unknown,Unknown,Pie in the sky,233,0
34847,Ponkotsu Quest: Maou to Haken no Mamono-tachi Specials,Unknown,"Comedy, Fantasy, Game, Parody",Unknown,ポンコツクエスト～魔王と派遣の魔物たち～,Special,Unknown,Unknown,Unknown,220,0
34849,Konohana no Sakuya Mori,6.03,Dementia,Forest this flower bloom,木ノ花ノ咲クヤ森,Movie,1,Unknown,Tomoyasu Murata Company,436,0
34850,This Is My House,Unknown,"Comedy, Dementia",Sugar Lump,ディス イズ マイ ハウス,Movie,1,Unknown,Unknown,109,0
34851,Kaibutsu Gakushou,Unknown,Dementia,Notes on Monstropedia,怪物学抄,Movie,1,Unknown,"Yamamura Animation, Inc.",308,0
34852,Pikaia!!,Unknown,"Slice of Life, Kids, Drama",Unknown,ピカイア!!,TV,13,Winter 2017,Unknown,386,2
34855,Gabriel DropOut Specials,7.66,"Comedy, Demons, Supernatural, School, Shounen",Unknown,ガヴリールドロップアウトOVA,Special,2,Unknown,Doga Kobo,54905,66
34856,Cluster A,5.59,Music,Cluster A,Cluster A,Music,1,Unknown,Unknown,245,0
34857,Everyday Affair,Unknown,Music,Everyday Affair,Everyday affair,Music,1,Unknown,Unknown,190,0
34858,Toward Morning,Unknown,Music,Toward Morning,toward morning,Music,1,Unknown,Unknown,168,0
34859,Tick Tock,Unknown,Music,Unknown,Tick Tock,Music,1,Unknown,Unknown,142,0
